ID  ? t  f
1664 1 5 0
1665 0 1 4
1666 1 5 0
1667 1 4 1
1668 0 1 4
1669 0 2 3
1670 1 5 0
1671 0 0 5
1672 1 5 0
1673 0 0 5
1674 0 2 3
1675 1 5 0
1676 1 5 0
1677 1 5 0
1678 1 5 0
1679 0 0 5
1680 1 6 0
1681 1 5 0
1682 1 3 1
1683 1 3 2
1684 1 5 0
1685 0 1 4
1686 1 5 0
1687 1 5 0
1688 0 1 4
1689 0 0 5
1690 1 5 0
1691 1 5 0
1692 0 2 3
1693 1 5 0
1694 1 3 2
1695 1 5 0
1696 1 5 0
1697 0 0 5
1698 1 5 0
1699 1 5 0
1700 1 6 0
1701 0 0 5
1702 1 5 0
1703 1 6 0
1704 1 6 0
1705 0 0 5
1706 0 0 5
1707 1 3 2
1708 1 5 0
1709 1 5 0
1710 1 5 0
1711 0 1 4
1712 1 5 0
1713 1 4 1
1714 1 5 0
1715 1 5 0
1716 1 5 0
1717 0 0 5
1718 0 2 3
1719 0 1 4
1720 1 5 0
1721 1 5 0
1722 0 0 5
1723 1 5 0
1724 0 1 4
1725 0 0 5
1726 1 4 1
1727 1 5 0
1728 1 5 0
1729 0 1 5
1730 1 5 0
1731 1 5 0
1732 0 1 4
1733 0 2 3
1734 1 5 0
1735 0.5 2 2
1736 0 0 5
1737 0 1 4
1738 0 1 4
1739 1 5 0
1740 0 0 5
1741 0 0 5
1742 1 5 0
1743 0 1 4
1744 0 2 3
1745 0 1 4
1746 1 5 0
1747 0 1 4
1748 1 5 0
1749 0 0 5
1750 0 0 5
1751 1 5 0
1752 1 5 0
1753 0 1 4
1754 0 0 5
1755 1 5 0
1756 1 5 0
1757 1 5 0
1758 0 2 3
1759 1 5 0
1760 1 4 1
1761 0 0 5
1762 0 1 4
1763 0 0 5
1764 1 5 0
1765 1 5 0
1766 0 0 5
1767 1 5 0
1768 1 4 2
1769 0 1 4
1770 0 1 4
1771 0 0 6
1772 1 3 2
1773 0 0 5
1774 1 5 0
1775 1 5 0
1776 1 5 0
1777 1 5 0
1778 0 0 5
1779 0 2 3
1780 1 5 0
1781 0 0 6
1782 1 5 0
1783 1 5 0
1784 1 5 0
1785 0 2 3
1786 0 0 5
1787 0 1 5
1788 1 5 0
1789 1 5 0
1790 0 0 5
1791 1 5 0
1792 1 5 0
1793 1 5 0
1794 1 4 1
1795 1 5 0
1796 1 5 0
1797 0 0 5
1798 0 0 5
1799 1 4 1
1800 0 0 5
1801 1 5 0
1802 1 5 0
1803 0 2 3
1804 0 1 4
1805 1 5 0
1806 0 1 4
1807 1 5 0
1808 0 1 4
1809 1 5 0
1810 1 5 0
1811 1 5 0
1812 1 5 0
1813 1 5 0
1814 0 0 5
1815 1 5 0
1816 1 5 0
1817 1 5 0
1818 0 0 5
1819 0 1 4
1820 0 0 5
1821 0 0 5
1822 1 5 0
1823 1 5 0
1824 1 3 2
1825 1 5 0
1826 1 5 0
1827 1 5 0
1828 1 3 2
1829 1 6 0
1830 1 5 0
1831 0 1 4
1832 0 2 3
1833 1 5 0
1834 0 0 5
1835 1 5 0
1836 0 1 4
1837 1 5 0
1838 1 5 0
1839 0 0 6
1840 0 0 5
1841 1 5 0
1842 1 5 0
1843 0 0 5
1844 1 5 0
1845 0 0 5
1846 1 5 0
1847 1 5 0
1848 1 6 0
1849 0 0 5
1850 0 0 5
1851 0 1 4
1852 0 1 4
1853 1 5 0
1854 0 0 6
1855 0 1 4
1856 0 0 5
1857 1 5 0
1858 1 5 0
1859 0 0 5
1860 1 5 0
1861 0 0 5
1862 0 1 4
1863 1 4 1
1864 0.5 3 3
1865 1 5 0
1866 1 5 0
1867 0 1 4
1868 1 3 2
1869 1 5 0
1870 1 5 0
1871 1 5 0
1872 0 0 5
1873 1 5 0
1874 1 5 0
1875 0 0 5
1876 0 0 5
1877 1 3 2
1878 0 1 5
1879 0 0 5
1880 0 1 4
1881 1 5 0
1882 0 0 5
1883 1 5 0
1884 1 5 0
1885 1 5 0
1886 1 5 0
1887 1 5 0
1888 0 0 5
1889 0 2 3
1890 1 6 0
1891 1 5 0
1892 0 1 4
1893 1 5 0
1894 1 6 0
1895 1 5 0
1896 1 5 0
1897 0 0 5
1898 0 0 5
1899 1 5 0
1900 1 5 0
1901 0 0 7
1902 1 5 0
1903 1 5 0
1904 0 1 4
1905 0 0 5
1906 0 0 5
1907 1 5 0
1908 1 5 0
1909 0 0 5
1910 0 0 5
1911 1 5 0
1912 1 4 1
1913 1 5 0
1914 1 5 0
1915 0 0 5
1916 0 2 3
1917 1 4 1
1918 1 5 0
1919 1 4 1
1920 1 5 0
1921 0 0 5
1922 0 0 5
1923 1 5 0
1924 1 5 0
1925 1 5 0
1926 0 0 5
1927 0 0 5
1928 1 5 0
1929 1 5 0
1930 1 5 0
1931 0 0 5
1932 0 2 3
1933 0.5 3 3
1934 1 5 0
1935 1 6 0
1936 0 1 4
1937 1 5 0
1938 0 2 3
1939 0 1 4
1940 1 6 0
1941 1 3 2
1942 0 0 5
1943 1 5 0
1944 1 5 0
1945 0 1 4
1946 1 5 0
1947 1 5 0
1948 0 1 4
1949 0 0 5
1950 0 0 5
1951 1 5 0
1952 1 5 0
1953 1 3 2
1954 1 5 0
1955 0 0 5
1956 1 5 0
1957 1 5 0
1958 1 5 0
1959 1 5 0
1960 0 0 5
1961 0 1 5
1962 0 0 5
1963 0 0 5
1964 1 5 0
1965 1 5 0
1966 1 5 0
1967 1 5 0
1968 1 5 0
1969 0 2 3
1970 1 5 0
1971 0 0 5
1972 1 4 1
1973 1 5 0
1974 0 2 3
1975 1 4 1
1976 0 0 5
1977 1 4 1
1978 1 5 0
1979 1 5 0
1980 1 5 0
1981 1 4 1
1982 1 5 0
1983 0 0 5
1984 1 5 0
1985 1 5 0
1986 0 0 5
1987 0 0 6
1988 1 5 0
1989 0 2 3
1990 0 0 5
1991 1 5 0
1992 1 3 2
1993 1 5 0
1994 1 5 0
1995 0 2 3
1996 0 0 5
1997 1 5 0
1998 0 0 5
1999 1 5 0
2000 0 0 5
2001 0 1 4
2002 1 5 0
2003 1 5 0
2004 0 1 4
2005 1 5 0
2006 1 6 0
2007 1 5 0
2008 0 0 5
2009 1 5 0
2010 1 5 0
2011 1 5 0
2012 0 1 5
2013 0.5 3 3
2014 1 5 0
2015 1 5 0
2016 1 6 0
2017 1 5 0
2018 1 4 1
2019 0 0 5
2020 1 5 0
2021 1 5 0
2022 1 5 0
2023 1 5 0
2024 1 5 0
2025 1 5 0
2026 0 1 4
2027 1 5 0
2028 1 6 0
2029 0 0 7
2030 1 5 0
2031 1 5 0
2032 0 0 5
2033 1 5 0
2034 1 5 0
2035 1 4 1
2036 1 5 0
2037 0 1 4
2038 0 1 5
2039 1 3 2
2040 0 1 4
2041 1 5 0
2042 1 5 0
2043 0 0 5
2044 1 5 0
2045 1 5 0
2046 1 5 0
2047 1 5 0
2048 0 0 5
2049 0 0 5
2050 1 5 0
2051 1 5 0
2052 1 4 1
2053 0 1 4
2054 0 0 5
2055 0 0 5
2056 1 6 0
2057 1 5 0
2058 0 2 3
2059 1 4 1
2060 1 5 0
2061 1 3 2
2062 1 5 0
2063 1 5 0
2064 1 5 0
2065 1 3 2
2066 0 0 5
2067 1 5 0
2068 1 5 0
2069 0 0 5
2070 1 5 0
2071 0 1 4
2072 0 0 5
2073 1 5 0
2074 0 1 5
2075 1 5 0
2076 0 0 5
2077 1 5 0
2078 0 0 5
2079 1 5 0
2080 1 5 0
2081 1 5 0
2082 1 5 0
2083 1 5 0
2084 1 5 0
2085 1 4 1
2086 0 0 5
2087 1 5 0
2088 1 5 0
2089 1 5 0
2090 0 0 5
2091 1 5 0
2092 0 2 4
2093 1 5 0
2094 1 4 1
2095 1 5 0
2096 0 2 3
2097 0 1 4
2098 0 0 5
2099 0 0 5
2100 1 5 0
2101 0 2 3
2102 1 4 2
2103 0 0 5
2104 1 5 0
2105 0 2 3
2106 1 5 0
2107 0 0 5
2108 1 5 0
2109 1 5 0
2110 0 0 5
2111 0 1 4
2112 1 5 0
2113 1 6 0
2114 1 5 0
2115 0 0 6
2116 1 4 1
2117 1 5 0
2118 0 1 4
2119 1 5 0
2120 1 5 0
2121 1 4 2
2122 0 1 4
2123 1 7 0
2124 1 5 0
2125 1 4 1
2126 1 5 0
2127 0 1 5
2128 0 0 5
2129 0 1 4
2130 1 4 1
2131 0 1 4
2132 1 5 0
2133 1 5 0
2134 1 5 0
2135 1 5 0
2136 0 0 5
2137 0.5 3 3
2138 0 0 5
2139 1 5 0
2140 0 0 5
2141 1 5 0
2142 0 1 4
2143 0 0 5
2144 1 5 0
2145 1 5 0
2146 1 5 0
2147 0 0 5
2148 0 0 5
2149 1 6 0
2150 1 5 0
2151 1 5 0
2152 1 5 0
2153 1 5 0
2154 1 5 0
2155 1 5 0
2156 1 5 0
2157 1 5 0
2158 0 0 5
2159 1 5 0
2160 0 0 5
2161 1 3 2
2162 1 5 0
2163 1 5 0
2164 1 6 0
2165 1 5 0
2166 0 0 5
2167 0 1 4
2168 0 0 5
2169 0 0 5
2170 1 6 0
2171 0 0 5
2172 0 1 4
2173 1 5 0
2174 1 5 0
2175 1 4 1
2176 1 5 0
2177 1 5 0
2178 0 0 5
2179 0 0 5
2180 1 5 0
2181 1 5 0
2182 0 0 5
2183 0 1 4
2184 0 1 4
2185 1 5 0
2186 1 5 0
2187 1 5 0
2188 0 0 5
2189 0 0 5
2190 0 0 5
2191 1 5 0
2192 0 0 5
2193 0 1 4
2194 1 5 0
2195 1 4 1
2196 1 5 0
2197 1 5 0
2198 0 0 5
2199 1 5 0
2200 1 4 1
2201 1 5 0
2202 0 1 4
2203 1 5 0
2204 0 1 4
2205 1 5 0
2206 1 4 1
2207 0 1 4
2208 0 0 5
2209 1 6 0
2210 0 0 6
2211 1 3 2
2212 1 5 0
2213 0 0 5
2214 0 0 5
2215 1 5 0
2216 1 5 0
2217 1 5 0
2218 0 0 5
2219 0 0 5
2220 1 5 0
2221 0 1 5
2222 0 0 5
2223 0 0 5
2224 0 1 4
2225 1 5 0
2226 0 1 4
2227 1 6 0
2228 0 0 5
2229 0 2 4
2230 0 1 4
2231 1 5 0
2232 0 0 5
2233 1 5 0
2234 1 5 0
2235 0 1 4
2236 1 3 2
2237 1 5 0
2238 0 1 4
2239 0 0 5
2240 1 5 0
2241 1 5 0
2242 1 4 1
2243 0 1 4
2244 0 1 4
2245 0 1 4
2246 1 5 0
2247 0 1 4
2248 0 0 5
2249 1 5 0
2250 1 5 0
2251 1 5 0
2252 1 5 0
2253 1 5 0
2254 1 5 0
2255 1 6 0
2256 0 0 5
2257 0 0 5
2258 0 0 6
2259 0 0 6
2260 1 5 0
2261 0 0 5
2262 1 5 0
2263 0 0 5
2264 1 5 0
2265 0 0 6
2266 1 5 0
2267 0 1 4
2268 1 5 0
2269 1 5 0
2270 0 2 3
2271 0 0 5
2272 1 5 0
2273 1 5 0
2274 1 3 2
2275 1 4 1
2276 1 5 0
2277 1 5 0
2278 0 0 5
2279 1 5 0
2280 1 5 0
2281 1 4 2
2282 0 1 4
2283 1 5 0
2284 0 0 5
2285 1 5 0
2286 0 2 3
2287 1 5 0
2288 0 0 5
2289 1 5 0
2290 1 3 2
2291 1 5 0
2292 1 5 0
2293 0 0 5
2294 1 6 0
2295 1 5 0
2296 1 5 0
2297 0 2 3
2298 1 4 1
2299 1 5 0
2300 1 5 0
2301 1 5 0
2302 0 1 4
2303 1 5 0
2304 1 5 0
2305 1 5 0
2306 1 5 0
2307 0 1 4
2308 1 5 0
2309 0 1 4
2310 1 5 0
2311 1 3 2
2312 0 3 4
2313 0 0 5
2314 0 0 5
2315 1 5 0
2316 1 6 0
2317 1 3 2
2318 1 5 0
2319 1 5 0
2320 1 5 0
2321 1 3 2
2322 0 1 5
2323 0 2 3
2324 1 5 0
2325 0 0 5
2326 1 5 0
2327 1 5 0
2328 0 0 5
2329 1 5 0
2330 1 5 0
2331 1 5 0
2332 1 5 0
2333 0 0 5
2334 1 5 0
2335 1 5 0
2336 1 5 0
2337 0 0 5
2338 0 0 6
2339 0 0 5
2340 0 0 5
2341 0 0 5
2342 0 0 5
2343 0 2 3
2344 0 0 5
2345 1 5 0
2346 1 5 0
2347 1 5 0
2348 1 4 1
2349 0 2 3
2350 1 5 0
2351 1 3 2
2352 0 0 6
2353 1 5 0
2354 0 0 5
2355 0 2 3
2356 1 5 0
2357 1 5 0
2358 1 3 2
2359 1 5 0
2360 1 5 0
2361 1 4 1
2362 1 3 2
2363 1 6 0
2364 1 5 0
2365 1 5 0
2366 1 5 0
2367 1 3 2
2368 0 2 3
2369 0 0 5
2370 1 5 0
2371 0 1 4
2372 1 5 0
2373 0 0 5
2374 1 5 0
2375 0 0 5
2376 1 5 0
2377 1 5 0
2378 1 5 0
2379 1 3 2
2380 0 0 5
2381 0 0 5
2382 0 1 4
2383 1 5 0
2384 1 5 0
2385 1 4 1
2386 0 0 4
2387 1 5 0
2388 1 3 2
2389 1 5 0
2390 0 0 5
2391 0 1 4
2392 0 0 5
2393 0 1 4
2394 0.5 3 3
2395 0 1 4
2396 0 1 4
2397 1 4 1
2398 1 5 0
2399 0 0 5
2400 0 1 4
2401 0 2 4
2402 1 3 2
2403 1 4 1
2404 1 5 0
2405 1 5 0
2406 1 5 0
2407 1 5 0
2408 1 5 0
2409 0 2 3
2410 0 0 5
2411 0.5 3 3
2412 0 0 6
2413 0 0 5
2414 1 5 0
2415 0 0 5
2416 0 2 3
2417 0 2 3
2418 0 0 6
2419 1 5 0
2420 1 6 0
2421 0 0 5
2422 1 6 0
2423 0 2 3
2424 0 1 4
2425 1 5 0
2426 1 6 0
2427 1 5 0
2428 0 0 5
2429 1 5 0
2430 0 0 5
2431 1 5 0
2432 1 5 0
2433 1 5 0
2434 1 5 0
2435 1 3 2
2436 0 0 6
2437 1 5 0
2438 1 5 0
2439 0 2 4
2440 1 5 0
2441 1 3 2
2442 0 1 4
2443 1 5 0
2444 1 3 2
2445 0 0 5
2446 0 0 5
2447 1 5 0
2448 1 5 0
2449 1 5 0
2450 0 0 5
2451 0 1 4
2452 0 0 5
2453 0 1 4
2454 0 1 4
2455 0 1 4
2456 0 1 4
2457 0 0 5
2458 1 5 0
2459 1 3 2
2460 1 6 0
2461 1 4 1
2462 0 0 6
2463 1 5 0
2464 0 1 4
2465 1 6 0
2466 1 5 0
2467 0 0 5
2468 1 5 0
2469 1 5 0
2470 0 1 4
2471 0 2 3
2472 1 5 0
2473 1 5 0
2474 0 0 5
2475 1 5 0
2476 1 5 0
2477 1 5 0
2478 0 0 6
2479 0 0 5
2480 1 5 0
2481 0 0 5
2482 0 1 4
2483 0 1 4
2484 1 3 2
2485 0 0 5
2486 0 1 4
2487 1 5 0
2488 0 2 3
2489 1 5 0
2490 1 3 2
2491 0 0 5
2492 0 1 4
2493 1 5 0
2494 0 0 5
2495 0 1 4
2496 1 5 0
2497 0 1 4
2498 1 3 2
2499 0 2 3
2500 0 0 6
2501 1 5 0
2502 0 2 3
2503 1 3 2
2504 1 3 2
2505 1 5 0
2506 0 0 5
2507 0 0 5
2508 0 1 4
2509 1 5 0
2510 1 5 0
2511 1 5 0
2512 0 0 5
2513 0 0 5
2514 1 5 0
2515 1 5 0
2516 1 5 0
2517 0 2 3
2518 1 5 0
2519 0 1 4
2520 1 5 0
2521 0 2 3
2522 0 0 5
2523 1 5 0
2524 1 4 1
2525 1 4 1
2526 0 1 4
2527 1 6 0
2528 1 5 0
2529 1 5 0
2530 0 0 5
2531 0 1 4
2532 1 5 0
2533 0 2 3
2534 1 5 0
2535 1 5 0
2536 1 5 0
2537 1 5 0
2538 1 5 0
2539 1 5 0
2540 1 5 0
2541 0 2 3
2542 1 5 0
2543 0 1 4
2544 1 5 0
2545 1 5 0
2546 1 5 0
2547 0 0 5
2548 0 1 4
2549 0 2 3
2550 1 5 0
2551 1 4 1
2552 0 1 4
2553 0 0 5
2554 1 5 0
2555 1 5 0
2556 0 0 5
2557 0 0 5
2558 0 1 4
2559 1 5 0
2560 0 0 5
2561 0 2 4
2562 1 5 0
2563 1 5 0
2564 1 5 0
2565 1 5 0
2566 0 0 6
2567 0 0 5
2568 1 5 0
2569 1 6 0
2570 1 5 0
2571 0 1 4
2572 1 5 0
2573 1 5 0
2574 0 0 5
2575 0 0 5
2576 0 1 4
2577 0 1 4
2578 1 5 0
2579 1 5 0
2580 0 1 4
2581 1 5 0
2582 1 7 0
2583 0 0 5
2584 0 1 4
2585 0 0 5
2586 1 5 0
2587 1 5 0
2588 1 5 0
2589 1 3 2
2590 1 4 1
2591 1 3 2
2592 1 5 0
2593 1 5 0
2594 0 1 4
2595 0 1 4
2596 1 4 1
2597 1 5 0
2598 0 0 5
2599 1 5 0
2600 0 2 4
2601 0 1 4
2602 0 0 5
2603 1 5 0
2604 1 5 0
2605 0 1 4
2606 0 2 3
2607 1 5 0
2608 1 5 0
2609 0 2 3
2610 0 2 3
2611 1 5 0
2612 1 5 0
2613 0 2 3
2614 1 5 0
2615 0 0 5
2616 1 5 0
2617 1 5 0
2618 1 5 0
2619 1 6 0
2620 1 7 0
2621 1 5 0
2622 1 3 2
2623 1 3 2
2624 1 5 0
2625 0 0 5
2626 1 3 2
2627 1 3 2
2628 0 0 5
2629 0 1 4
2630 1 5 0
2631 0 1 5
2632 1 3 2
2633 1 5 0
2634 1 5 0
2635 0 1 4
2636 0 0 5
2637 1 5 0
2638 1 5 0
2639 0 1 4
2640 0 0 5
2641 0 1 4
2642 1 5 0
2643 0 0 5
2644 1 5 0
2645 1 5 0
2646 1 5 0
2647 1 6 0
2648 1 5 0
2649 1 5 0
2650 0 0 5
2651 1 3 2
2652 0 1 4
2653 1 5 0
2654 0 1 4
2655 0 0 5
2656 1 5 0
2657 0 1 4
2658 0 1 4
2659 1 4 1
2660 1 5 0
2661 0 0 5
2662 0 2 3
2663 0 1 4
2664 1 6 0
2665 1 3 2
2666 0 1 4
2667 1 6 0
2668 1 5 0
2669 1 5 0
2670 0 0 5
2671 0 1 4
2672 0 0 5
2673 1 5 0
2674 1 5 0
2675 1 4 1
2676 1 6 0
2677 1 5 0
2678 1 4 2
2679 1 5 0
2680 1 6 0
2681 0 0 5
2682 0 1 5
2683 0 0 5
2684 0 2 3
2685 1 5 0
2686 1 3 2
2687 1 5 0
2688 1 5 0
2689 1 5 0
2690 1 5 0
2691 0 1 4
2692 1 5 0
2693 1 3 2
2694 1 5 0
2695 1 5 0
2696 0 1 4
2697 1 4 1
2698 0 1 4
2699 1 5 0
2700 1 4 2
2701 1 5 0
2702 1 4 1
2703 1 6 0
2704 1 5 0
2705 1 5 0
2706 1 5 0
2707 1 3 2
2708 1 5 0
2709 1 5 0
2710 1 3 2
2711 0 0 5
2712 0 0 5
2713 1 5 0
2714 1 5 0
2715 1 5 0
2716 1 5 0
2717 1 5 0
2718 1 5 0
2719 1 5 0
2720 0 0 5
2721 0 0 5
2722 1 5 0
2723 0 0 5
2724 1 5 0
2725 1 5 0
2726 1 5 0
2727 0 0 5
2728 1 3 2
2729 0 0 5
2730 1 5 0
2731 1 5 0
2732 1 4 1
2733 0 2 3
2734 0 0 5
2735 0 0 5
2736 0 0 5
2737 1 5 0
2738 1 5 0
2739 1 5 0
2740 1 3 2
2741 1 5 0
2742 1 5 0
2743 0 2 3
2744 0 1 4
2745 0 1 4
2746 0 0 6
2747 0 0 5
2748 1 5 0
2749 1 5 0
2750 1 5 0
2751 1 5 0
2752 1 3 2
2753 1 5 0
2754 0 2 4
2755 1 5 0
2756 1 5 0
2757 0 2 3
2758 0 1 4
2759 0 1 5
2760 0 0 5
2761 1 5 0
2762 1 5 0
2763 1 5 0
2764 0 0 5
2765 1 5 0
2766 1 5 0
2767 0 1 4
2768 1 5 0
2769 1 5 0
2770 0 1 4
2771 0 1 4
2772 1 5 0
2773 1 5 0
2774 1 5 0
2775 1 5 0
2776 0 0 5
2777 1 5 0
2778 1 5 0
2779 1 5 0
2780 1 6 0
2781 1 5 0
2782 1 5 0
2783 1 4 1
2784 1 5 0
2785 0 0 5
2786 1 5 0
2787 1 5 0
2788 1 5 0
2789 1 5 0
2790 0 1 4
2791 0 0 5
2792 1 5 0
2793 0 2 4
2794 0 0 5
2795 1 5 0
2796 0 1 4
2797 1 5 0
2798 1 5 1
2799 0 2 3
2800 0 1 4
2801 1 3 2
2802 1 5 0
2803 1 5 0
2804 0 1 4
2805 0 0 5
2806 1 3 2
2807 0 1 4
2808 1 5 0
2809 1 5 0
2810 1 5 0
2811 0.5 3 3
2812 0 0 5
2813 1 5 0
2814 1 5 0
2815 1 5 0
2816 1 5 0
2817 1 5 0
2818 1 6 0
2819 1 5 0
2820 0 0 5
2821 0 1 4
2822 1 5 0
2823 1 5 0
2824 1 5 0
2825 1 5 0
2826 1 5 0
2827 1 5 0
2828 1 5 0
2829 1 5 0
2830 0 0 5
2831 1 5 0
2832 1 6 0
2833 1 4 1
2834 1 5 0
2835 0 1 4
2836 1 5 0
2837 0 0 5
2838 1 5 0
2839 0 2 3
2840 1 3 2
2841 1 5 0
2842 1 5 0
2843 0 0 7
2844 0 1 4
2845 1 5 0
2846 0 1 5
2847 1 5 0
2848 0 1 4
2849 1 5 0
2850 1 5 0
2851 1 5 0
2852 1 5 0
2853 1 5 0
2854 1 5 0
2855 1 5 0
2856 1 5 0
2857 1 5 0
2858 1 3 2
2859 1 5 0
2860 1 5 0
2861 1 5 0
2862 0 1 4
2863 1 5 0
2864 1 5 0
2865 1 5 0
2866 1 5 0
2867 1 5 0
2868 1 5 0
2869 0 1 4
2870 1 5 0
2871 1 5 0
2872 1 5 0
2873 0 1 5
2874 1 3 2
2875 1 5 0
2876 0 0 5
2877 1 5 0
2878 1 6 0
2879 0 1 4
2880 0 2 3
2881 0 0 5
2882 1 4 1
2883 1 3 2
2884 0 2 3
2885 1 5 0
2886 1 5 0
2887 1 5 0
2888 1 3 2
2889 1 3 2
2890 1 5 0
2891 1 5 0
2892 1 5 0
2893 1 5 0
2894 1 5 0
2895 1 5 0
2896 0 0 5
2897 1 5 0
2898 1 5 0
2899 1 6 0
2900 0 0 5
2901 0 0 5
2902 1 5 0
2903 1 4 2
2904 1 5 0
2905 1 5 0
2906 1 5 0
2907 0 0 5
2908 1 5 0
2909 1 5 0
2910 1 5 0
2911 1 5 0
2912 1 5 0
2913 0 0 5
2914 1 5 0
2915 1 5 0
2916 1 5 0
2917 1 4 1
2918 0 2 3
2919 1 5 0
2920 1 5 0
2921 1 3 2
2922 0 0 5
2923 1 6 0
2924 1 5 0
2925 0 0 5
2926 1 5 0
2927 0 1 4
2928 1 5 0
2929 1 5 0
2930 1 4 1
2931 0 2 4
2932 0 1 4
2933 1 5 0
2934 0 2 3
2935 1 5 0
2936 1 5 0
2937 1 5 0
2938 1 5 0
2939 1 5 0
2940 1 5 0
2941 1 5 0
2942 0 0 5
2943 1 5 0
2944 0 2 3
2945 1 4 1
2946 1 5 0
2947 0 0 5
2948 1 5 0
2949 1 5 0
2950 1 5 0
2951 0 0 5
2952 1 5 0
2953 1 3 2
2954 1 5 0
2955 0 1 4
2956 1 5 0
2957 1 5 0
2958 1 5 0
2959 0 0 5
2960 0 0 5
2961 0 2 3
2962 1 7 0
2963 1 5 0
2964 0 0 5
2965 0 1 4
2966 0 1 4
2967 1 5 0
2968 1 5 0
2969 1 5 0
2970 0 0 5
2971 1 5 0
2972 0 0 7
2973 0 0 5
2974 1 5 0
2975 0 0 5
2976 1 5 0
2977 0 0 4
2978 1 5 0
2979 1 5 0
2980 1 5 0
2981 1 5 0
2982 0 1 4
2983 0 0 5
2984 1 5 0
2985 1 4 1
2986 0 1 5
2987 1 5 0
2988 0 0 5
2989 1 5 0
2990 0 1 4
2991 1 5 0
2992 0 0 5
2993 1 5 0
2994 1 5 0
2995 0 0 5
2996 1 5 0
2997 1 5 0
2998 1 6 0
2999 0 0 5
3000 1 5 0
3001 0 0 5
3002 0 0 5
3003 1 3 2
3004 1 5 0
3005 1 5 0
3006 1 5 0
3007 1 3 2
3008 0 1 4
3009 1 4 1
3010 0 1 4
3011 0 0 5
3012 1 5 0
3013 0 0 5
3014 1 5 0
3015 0 0 6
3016 0 2 3
3017 0 0 5
3018 0 0 5
3019 0 1 4
3020 1 3 2
3021 1 5 0
3022 1 5 0
3023 0 1 4
3024 1 5 0
3025 1 5 0
3026 0 0 5
3027 0 0 5
3028 0 1 4
3029 1 5 0
3030 0 0 5
3031 0 0 5
3032 1 5 0
3033 1 5 0
3034 1 5 0
3035 1 5 0
3036 1 5 0
3037 1 5 0
3038 1 5 0
3039 1 5 0
3040 1 6 0
3041 0 2 3
3042 1 5 0
3043 0 0 5
3044 1 6 0
3045 1 5 0
3046 1 5 0
3047 0 1 4
3048 1 6 0
3049 1 3 2
3050 1 3 2
3051 1 5 0
3052 0 0 5
3053 0 0 5
3054 0 0 5
3055 0 0 5
3056 1 5 0
3057 1 4 1
3058 0 0 5
3059 0 1 4
3060 1 5 0
3061 1 5 0
3062 0 1 4
3063 1 5 0
3064 0 1 4
3065 0 1 5
3066 1 5 0
3067 0 0 5
3068 1 5 0
3069 1 5 0
3070 1 5 0
3071 1 3 2
3072 1 5 0
3073 1 5 0
3074 1 5 0
3075 0 1 4
3076 1 5 0
3077 0 0 5
3078 1 5 0
3079 1 5 0
3080 1 4 1
3081 1 5 0
3082 1 5 0
3083 0 0 5
3084 1 5 0
3085 1 4 2
3086 1 4 1
3087 0 2 3
3088 1 5 0
3089 1 5 0
3090 0 2 3
3091 1 5 0
3092 1 5 0
3093 1 5 0
3094 0 1 4
3095 0 1 4
3096 0 0 5
3097 0 2 3
3098 1 5 0
3099 0 0 5
3100 1 5 0
3101 0 0 5
3102 0 0 5
3103 1 5 0
3104 1 5 0
3105 1 5 0
3106 1 5 0
3107 0 0 5
3108 1 5 0
3109 1 5 0
3110 1 5 0
3111 1 5 0
3112 0 1 4
3113 1 5 0
3114 1 5 0
3115 1 5 0
3116 1 5 0
3117 0 1 4
3118 0 0 5
3119 1 3 2
3120 1 5 0
3121 1 5 0
3122 1 3 2
3123 1 6 0
3124 0 0 5
3125 0 0 5
3126 1 5 0
3127 1 5 0
3128 0 0 5
3129 1 4 1
3130 0 2 3
3131 0 0 5
3132 1 5 0
3133 1 5 0
3134 1 5 0
3135 1 5 0
3136 0 2 3
3137 1 3 2
3138 1 5 0
3139 1 5 0
3140 1 5 0
3141 0 0 5
3142 0 1 4
3143 1 6 0
3144 1 5 0
3145 0 0 5
3146 1 5 0
3147 0 1 4
3148 0 0 5
3149 0 0 5
3150 1 4 1
3151 1 5 0
3152 0 1 4
3153 1 5 0
3154 0 0 5
3155 1 5 0
3156 1 5 1
3157 0 0 5
3158 1 5 0
3159 1 4 1
3160 1 3 2
3161 1 5 0
3162 1 4 1
3163 0 1 4
3164 1 5 0
3165 0 1 4
3166 0 0 5
3167 0 0 5
3168 1 3 1
3169 0 1 4
3170 0 2 3
3171 1 6 0
3172 1 5 0
3173 1 6 0
3174 1 5 0
3175 1 5 0
3176 1 5 0
3177 0 0 5
3178 1 5 0
3179 1 6 0
3180 0 0 6
3181 0 0 5
3182 1 5 0
3183 0 2 3
3184 0 0 5
3185 1 5 0
3186 1 5 0
3187 1 5 0
3188 1 5 0
3189 0 1 4
3190 1 5 0
3191 1 5 0
3192 1 5 0
3193 1 5 0
3194 1 5 0
3195 1 5 0
3196 1 5 0
3197 1 5 0
3198 0 0 5
3199 1 6 0
3200 1 5 0
3201 0 0 5
3202 1 3 2
3203 1 5 0
3204 1 5 0
3205 1 5 0
3206 1 5 0
3207 1 5 0
3208 1 5 0
3209 1 5 1
3210 0 2 3
3211 0 2 3
3212 0 2 3
3213 1 3 2
3214 0 0 5
3215 1 5 0
